銷售分類,銷售商品名稱,販售規格,禮盒／組合判定,建議組成類型,銷售商品SKU_正式,組成項次,對應內包裝成品SKU,對應內包裝成品名稱,每1單位銷售商品需用內包裝數量,內包裝扣帳單位,是否需要外包裝組裝,外包裝材料SKU,外包裝材料名稱,外包裝材料數量,外包裝扣帳單位,備註,對應內包裝成品SKU_建議,對應內包裝成品名稱_建議,內包裝單位1_建議,內包裝單位2_建議
加購品,提袋加購,單入提袋,否,no_inner_stage,O00001,1,,,,,是,PK0014,手提夾鏈袋,1,個,正式加購品；僅扣 PK0014 手提夾鏈袋,,,,
夏威夷豆塔,豆塔-蔓越莓,10入袋裝,否,direct_from_inner,A10010,1,A1,豆塔-蔓越莓,10,個,是,PK0014,手提夾鏈袋,1,個,,A1,豆塔-蔓越莓,個,
夏威夷豆塔,豆塔-蔓越莓,單顆,否,direct_from_inner,A10001,1,A1,豆塔-蔓越莓,1,個,否,,,,,,A1,豆塔-蔓越莓,個,
夏威夷豆塔,豆塔-焦糖,10入袋裝,否,direct_from_inner,A20010,1,A2,豆塔-焦糖,10,個,是,PK0014,手提夾鏈袋,1,個,,A2,豆塔-焦糖,個,
夏威夷豆塔,豆塔-焦糖,單顆,否,direct_from_inner,A20001,1,A2,豆塔-焦糖,1,個,否,,,,,,A2,豆塔-焦糖,個,
夏威夷豆塔,豆塔-巧克力,10入袋裝,否,direct_from_inner,A30010,1,A3,豆塔-巧克力,10,個,是,PK0014,手提夾鏈袋,1,個,,A3,豆塔-巧克力,個,
夏威夷豆塔,豆塔-巧克力,單顆,否,direct_from_inner,A30001,1,A3,豆塔-巧克力,1,個,否,,,,,,A3,豆塔-巧克力,個,
夏威夷豆塔,豆塔-抹茶,10入袋裝,否,direct_from_inner,A40010,1,A4,豆塔-抹茶,10,個,是,PK0014,手提夾鏈袋,1,個,,A4,豆塔-抹茶,個,
夏威夷豆塔,豆塔-抹茶,單顆,否,direct_from_inner,A40001,1,A4,豆塔-抹茶,1,個,否,,,,,,A4,豆塔-抹茶,個,
夏威夷豆塔,豆塔-椒麻,10入袋裝,否,direct_from_inner,A50010,1,A5,豆塔-椒麻,10,個,是,PK0014,手提夾鏈袋,1,個,,A5,豆塔-椒麻,個,
夏威夷豆塔,豆塔-椒麻,單顆,否,direct_from_inner,A50001,1,A5,豆塔-椒麻,1,個,否,,,,,,A5,豆塔-椒麻,個,
堅果塔,堅果塔-蜂蜜,10入袋裝,否,direct_from_inner,B10010,1,B1,堅果塔-蜂蜜,10,個,是,PK0014,手提夾鏈袋,1,個,,B1,堅果塔-蜂蜜,個,
堅果塔,堅果塔-蜂蜜,單顆,否,direct_from_inner,B10001,1,B1,堅果塔-蜂蜜,1,個,否,,,,,,B1,堅果塔-蜂蜜,個,
堅果塔,堅果塔-焦糖,10入袋裝,否,direct_from_inner,B20010,1,B2,堅果塔-焦糖,10,個,是,PK0014,手提夾鏈袋,1,個,,B2,堅果塔-焦糖,個,
堅果塔,堅果塔-焦糖,單顆,否,direct_from_inner,B20001,1,B2,堅果塔-焦糖,1,個,否,,,,,,B2,堅果塔-焦糖,個,
堅果塔,堅果塔-巧克力,10入袋裝,否,direct_from_inner,B30010,1,B3,堅果塔-巧克力,10,個,是,PK0014,手提夾鏈袋,1,個,,B3,堅果塔-巧克力,個,
堅果塔,堅果塔-巧克力,單顆,否,direct_from_inner,B30001,1,B3,堅果塔-巧克力,1,個,否,,,,,,B3,堅果塔-巧克力,個,
堅果塔,堅果塔-海苔,10入袋裝,否,direct_from_inner,B40010,1,B4,堅果塔-海苔,10,個,是,PK0014,手提夾鏈袋,1,個,,B4,堅果塔-海苔,個,
堅果塔,堅果塔-海苔,單顆,否,direct_from_inner,B40001,1,B4,堅果塔-海苔,1,個,否,,,,,,B4,堅果塔-海苔,個,
堅果塔,堅果塔-咖哩,10入袋裝,否,direct_from_inner,B50010,1,B5,堅果塔-咖哩,10,個,是,PK0014,手提夾鏈袋,1,個,,B5,堅果塔-咖哩,個,
堅果塔,堅果塔-咖哩,單顆,否,direct_from_inner,B50001,1,B5,堅果塔-咖哩,1,個,否,,,,,,B5,堅果塔-咖哩,個,
鳳梨酥,土鳳梨酥(紅點),8入袋裝,否,direct_from_inner,P10008,1,P1,土鳳梨酥(紅點),8,個,是,PK0014,手提夾鏈袋,1,個,,P1,土鳳梨酥(紅點),個,
鳳梨酥,土鳳梨酥(紅點),12入袋裝,否,direct_from_inner,P10012,1,P1,土鳳梨酥(紅點),12,個,是,PK0014,手提夾鏈袋,1,個,,P1,土鳳梨酥(紅點),個,
鳳梨酥,鳳凰酥,8入袋裝,否,direct_from_inner,P20008,1,P2,鳳凰酥,8,個,是,PK0014,手提夾鏈袋,1,個,,P2,鳳凰酥,個,
鳳梨酥,鳳凰酥,12入袋裝,否,direct_from_inner,P20012,1,P2,鳳凰酥,12,個,是,PK0014,手提夾鏈袋,1,個,,P2,鳳凰酥,個,
塔類-綜合,豆塔-綜合,10入袋裝,組合／綜合,bundle,AB0001,1,A1,豆塔-蔓越莓,2,個,是,,,,,,,,,
塔類-綜合,豆塔-綜合,10入袋裝,組合／綜合,bundle,AB0001,2,A2,豆塔-焦糖,2,個,是,,,,,,,,,
塔類-綜合,豆塔-綜合,10入袋裝,組合／綜合,bundle,AB0001,3,A3,豆塔-巧克力,2,個,是,,,,,,,,,
塔類-綜合,豆塔-綜合,10入袋裝,組合／綜合,bundle,AB0001,4,A4,豆塔-抹茶,2,個,是,,,,,,,,,
塔類-綜合,豆塔-綜合,10入袋裝,組合／綜合,bundle,AB0001,5,A5,豆塔-椒麻,2,個,是,,,,,,,,,
塔類-綜合,豆塔-綜合,10入袋裝,組合／綜合,bundle,AB0001,6,,,,,是,PK0014,手提夾鏈袋,1,個,,,,,
塔類-綜合,堅果塔-綜合,10入袋裝,組合／綜合,bundle,AB0002,1,B1,堅果塔-蜂蜜,2,個,是,,,,,,,,,
塔類-綜合,堅果塔-綜合,10入袋裝,組合／綜合,bundle,AB0002,2,B2,堅果塔-焦糖,2,個,是,,,,,,,,,
塔類-綜合,堅果塔-綜合,10入袋裝,組合／綜合,bundle,AB0002,3,B3,堅果塔-巧克力,2,個,是,,,,,,,,,
塔類-綜合,堅果塔-綜合,10入袋裝,組合／綜合,bundle,AB0002,4,B4,堅果塔-海苔,2,個,是,,,,,,,,,
塔類-綜合,堅果塔-綜合,10入袋裝,組合／綜合,bundle,AB0002,5,B5,堅果塔-咖哩,2,個,是,,,,,,,,,
塔類-綜合,堅果塔-綜合,10入袋裝,組合／綜合,bundle,AB0002,6,,,,,是,PK0014,手提夾鏈袋,1,個,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,1,A1,豆塔-蔓越莓,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,2,A2,豆塔-焦糖,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,3,A3,豆塔-巧克力,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,4,A4,豆塔-抹茶,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,5,A5,豆塔-椒麻,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,6,B1,堅果塔-蜂蜜,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,7,B2,堅果塔-焦糖,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,8,B3,堅果塔-巧克力,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,9,B4,堅果塔-海苔,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,10,B5,堅果塔-咖哩,1,個,是,,,,,,,,,
塔類-綜合,雙塔,10入袋裝,組合／綜合,bundle,AB0003,11,,,,,是,PK0014,手提夾鏈袋,1,個,,,,,
雪花餅,雪花餅-綜合,10入袋裝,組合／綜合,bundle,H00010,1,H1,雪花餅-蔓越莓,2,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,10入袋裝,組合／綜合,bundle,H00010,2,H2,雪花餅-巧克力,2,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,10入袋裝,組合／綜合,bundle,H00010,3,H3,雪花餅-金沙,2,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,10入袋裝,組合／綜合,bundle,H00010,4,H4,雪花餅-抹茶,2,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,10入袋裝,組合／綜合,bundle,H00010,5,H5,雪花餅-肉鬆,2,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,10入袋裝,組合／綜合,bundle,H00010,6,,,,,是,PK0014,手提夾鏈袋,1,個,,,,,
雪花餅,雪花餅-綜合,15入袋裝,組合／綜合,bundle,H00015,1,H1,雪花餅-蔓越莓,3,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,15入袋裝,組合／綜合,bundle,H00015,2,H2,雪花餅-巧克力,3,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,15入袋裝,組合／綜合,bundle,H00015,3,H3,雪花餅-金沙,3,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,15入袋裝,組合／綜合,bundle,H00015,4,H4,雪花餅-抹茶,3,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,15入袋裝,組合／綜合,bundle,H00015,5,H5,雪花餅-肉鬆,3,個,是,,,,,,,,,
雪花餅,雪花餅-綜合,15入袋裝,組合／綜合,bundle,H00015,6,,,,,是,PK0014,手提夾鏈袋,1,個,,,,,
雪花餅,雪花餅-蔓越莓,10入袋裝,否,direct_from_inner,H10010,1,H1,雪花餅-蔓越莓,10,個,是,PK0014,手提夾鏈袋,1,個,,H1,雪花餅-蔓越莓,個,
雪花餅,雪花餅-蔓越莓,15入袋裝,否,direct_from_inner,H10015,1,H1,雪花餅-蔓越莓,15,個,是,PK0014,手提夾鏈袋,1,個,,H1,雪花餅-蔓越莓,個,
雪花餅,雪花餅-蔓越莓,單個,否,direct_from_inner,H10001,1,H1,雪花餅-蔓越莓,1,個,否,,,,,,H1,雪花餅-蔓越莓,個,
雪花餅,雪花餅-巧克力,10入袋裝,否,direct_from_inner,H20010,1,H2,雪花餅-巧克力,10,個,是,PK0014,手提夾鏈袋,1,個,,H2,雪花餅-巧克力,個,
雪花餅,雪花餅-巧克力,15入袋裝,否,direct_from_inner,H20015,1,H2,雪花餅-巧克力,15,個,是,PK0014,手提夾鏈袋,1,個,,H2,雪花餅-巧克力,個,
雪花餅,雪花餅-巧克力,單個,否,direct_from_inner,H20001,1,H2,雪花餅-巧克力,1,個,否,,,,,,H2,雪花餅-巧克力,個,
雪花餅,雪花餅-金沙,10入袋裝,否,direct_from_inner,H30010,1,H3,雪花餅-金沙,10,個,是,PK0014,手提夾鏈袋,1,個,,H3,雪花餅-金沙,個,
雪花餅,雪花餅-金沙,15入袋裝,否,direct_from_inner,H30015,1,H3,雪花餅-金沙,15,個,是,PK0014,手提夾鏈袋,1,個,,H3,雪花餅-金沙,個,
雪花餅,雪花餅-金沙,單個,否,direct_from_inner,H30001,1,H3,雪花餅-金沙,1,個,否,,,,,,H3,雪花餅-金沙,個,
雪花餅,雪花餅-抹茶,10入袋裝,否,direct_from_inner,H40010,1,H4,雪花餅-抹茶,10,個,是,PK0014,手提夾鏈袋,1,個,,H4,雪花餅-抹茶,個,
雪花餅,雪花餅-抹茶,15入袋裝,否,direct_from_inner,H40015,1,H4,雪花餅-抹茶,15,個,是,PK0014,手提夾鏈袋,1,個,,H4,雪花餅-抹茶,個,
雪花餅,雪花餅-抹茶,單個,否,direct_from_inner,H40001,1,H4,雪花餅-抹茶,1,個,否,,,,,,H4,雪花餅-抹茶,個,
雪花餅,雪花餅-肉鬆,10入袋裝,否,direct_from_inner,H50010,1,H5,雪花餅-肉鬆,10,個,是,PK0014,手提夾鏈袋,1,個,,H5,雪花餅-肉鬆,個,
雪花餅,雪花餅-肉鬆,15入袋裝,否,direct_from_inner,H50015,1,H5,雪花餅-肉鬆,15,個,是,PK0014,手提夾鏈袋,1,個,,H5,雪花餅-肉鬆,個,
雪花餅,雪花餅-肉鬆,單個,否,direct_from_inner,H50001,1,H5,雪花餅-肉鬆,1,個,否,,,,,,H5,雪花餅-肉鬆,個,
瑪德蓮,瑪德蓮-綜合,10入袋裝,組合／綜合,bundle,M00010,1,M1,瑪德蓮-蜂蜜,2,個,是,,,,,,,,,
瑪德蓮,瑪德蓮-綜合,10入袋裝,組合／綜合,bundle,M00010,2,M2,瑪德蓮-巧克力,2,個,是,,,,,,,,,
瑪德蓮,瑪德蓮-綜合,10入袋裝,組合／綜合,bundle,M00010,3,M3,瑪德蓮-紅茶,2,個,是,,,,,,,,,
瑪德蓮,瑪德蓮-綜合,10入袋裝,組合／綜合,bundle,M00010,4,M4,瑪德蓮-抹茶,2,個,是,,,,,,,,,
瑪德蓮,瑪德蓮-綜合,10入袋裝,組合／綜合,bundle,M00010,5,M5,瑪德蓮-柑橘,2,個,是,,,,,,,,,
瑪德蓮,瑪德蓮-綜合,10入袋裝,組合／綜合,bundle,M00010,6,,,,,是,PK0014,手提夾鏈袋,1,個,,,,,
瑪德蓮,瑪德蓮-蜂蜜,10入袋裝,否,direct_from_inner,M10010,1,M1,瑪德蓮-蜂蜜,10,個,是,PK0014,手提夾鏈袋,1,個,,M1,瑪德蓮-蜂蜜,個,
瑪德蓮,瑪德蓮-蜂蜜,單個,否,direct_from_inner,M10001,1,M1,瑪德蓮-蜂蜜,1,個,否,,,,,,M1,瑪德蓮-蜂蜜,個,
瑪德蓮,瑪德蓮-巧克力,10入袋裝,否,direct_from_inner,M20010,1,M2,瑪德蓮-巧克力,10,個,是,PK0014,手提夾鏈袋,1,個,,M2,瑪德蓮-巧克力,個,
瑪德蓮,瑪德蓮-巧克力,單個,否,direct_from_inner,M20001,1,M2,瑪德蓮-巧克力,1,個,否,,,,,,M2,瑪德蓮-巧克力,個,
瑪德蓮,瑪德蓮-紅茶,10入袋裝,否,direct_from_inner,M30010,1,M3,瑪德蓮-紅茶,10,個,是,PK0014,手提夾鏈袋,1,個,,M3,瑪德蓮-紅茶,個,
瑪德蓮,瑪德蓮-紅茶,單個,否,direct_from_inner,M30001,1,M3,瑪德蓮-紅茶,1,個,否,,,,,,M3,瑪德蓮-紅茶,個,
瑪德蓮,瑪德蓮-抹茶,10入袋裝,否,direct_from_inner,M40010,1,M4,瑪德蓮-抹茶,10,個,是,PK0014,手提夾鏈袋,1,個,,M4,瑪德蓮-抹茶,個,
瑪德蓮,瑪德蓮-抹茶,單個,否,direct_from_inner,M40001,1,M4,瑪德蓮-抹茶,1,個,否,,,,,,M4,瑪德蓮-抹茶,個,
瑪德蓮,瑪德蓮-柑橘,10入袋裝,否,direct_from_inner,M50010,1,M5,瑪德蓮-柑橘,10,個,是,PK0014,手提夾鏈袋,1,個,,M5,瑪德蓮-柑橘,個,
瑪德蓮,瑪德蓮-柑橘,單個,否,direct_from_inner,M50001,1,M5,瑪德蓮-柑橘,1,個,否,,,,,,M5,瑪德蓮-柑橘,個,
瑪德蓮,瑪德蓮-檸檬,10入袋裝,否,direct_from_inner,M60010,1,M6,瑪德蓮-檸檬,10,個,是,PK0014,手提夾鏈袋,1,個,,M6,瑪德蓮-檸檬,個,
瑪德蓮,瑪德蓮-檸檬,單個,否,direct_from_inner,M60001,1,M6,瑪德蓮-檸檬,1,個,否,,,,,,M6,瑪德蓮-檸檬,個,
無調味堅果,無調味綜合堅果,120g,組合／綜合,bundle,N00120,1,RM0001,夏威夷豆4LL,30,g,是,,,,,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,120g,組合／綜合,bundle,N00120,2,RM0003,腰果,30,g,是,,,,,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,120g,組合／綜合,bundle,N00120,3,RM0004,杏仁果,30,g,是,,,,,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,120g,組合／綜合,bundle,N00120,4,RM0006,大核桃(1/2),30,g,是,,,,,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,120g,組合／綜合,bundle,N00120,5,,,,,是,PK0016,橫窗鋁箔夾鏈立袋,1,個,,,,,
無調味堅果,無調味綜合堅果,280g,組合／綜合,bundle,N00280,1,RM0001,夏威夷豆4LL,70,g,是,,,1,個,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,280g,組合／綜合,bundle,N00280,2,RM0003,腰果,70,g,是,,,1,個,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,280g,組合／綜合,bundle,N00280,3,RM0004,杏仁果,70,g,是,,,1,個,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,280g,組合／綜合,bundle,N00280,4,RM0006,大核桃(1/2),70,g,是,,,1,個,原料直接分裝,,,,
無調味堅果,無調味綜合堅果,280g,組合／綜合,bundle,N00280,5,,,,,是,PK0016,橫窗鋁箔夾鏈立袋,1,個,,,,,
無調味堅果,無調味夏威夷豆,120g,否,no_inner_stage,N10120,1,RM0001,夏威夷豆4LL,120,g,是,PK0016,橫窗鋁箔夾鏈立袋,1,個,原料直接分裝,,,,
